,obs,A,Ca,Ci,gsw,Tleaf,Q,ID,Treatment,Rep,Year,Site
1006,5,2.750089634,98.40387742,90.51174486,0.902127515,25.99158387,1199.992903,219,wet,2,2016,S16
1007,6,0.278964613,49.63265484,47.85747288,0.888731672,26.00219677,1200,219,wet,2,2016,S16
1008,7,15.86376713,391.8098387,349.4823542,0.869704846,25.98393548,1200.010323,219,wet,2,2016,S16
1009,8,16.18979001,391.6798387,348.3563882,0.861385862,25.99814516,1200.010968,219,wet,2,2016,S16
1010,9,21.47623428,588.6569032,529.0075592,0.852363602,26.00532258,1199.99871,219,wet,2,2016,S16
1011,10,23.23117145,787.0455484,718.625428,0.848102982,25.99990645,1200.014839,219,wet,2,2016,S16
1012,11,23.78788216,985.9100645,910.8863461,0.839053713,26.00074839,1200.029032,219,wet,2,2016,S16
1013,12,24.13710236,1184.875484,1104.097622,0.836622208,25.99923548,1199.987419,219,wet,2,2016,S16
1014,13,23.40640973,1483.848065,1396.480082,0.82560647,25.99431613,1199.993871,219,wet,2,2016,S16
1015,1,11.79828033,394.358625,337.1715545,0.418515104,26.0482125,1199.96625,28,dry,2,2014,S02
1016,2,14.36385737,393.2955,324.740747,0.410150804,26.010725,1200.015,28,dry,2,2014,S02
1017,3,11.25974118,294.793,241.262755,0.409736374,26.01004444,1200.004444,28,dry,2,2014,S02
1018,4,6.198627314,196.9998889,166.6768939,0.409988008,26.00738889,1199.975556,28,dry,2,2014,S02
1019,5,1.939080433,98.97333333,88.56405468,0.410135682,25.98622222,1200.008889,28,dry,2,2014,S02
1020,6,0.438120338,49.70215556,46.67390726,0.410690024,25.98441111,1200.001111,28,dry,2,2014,S02
1021,7,14.57119376,393.25,324.3626263,0.414663744,26.0181125,1200.02875,28,dry,2,2014,S02
1022,8,15.39882377,392.866125,321.2446,0.419093827,25.98185,1199.9975,28,dry,2,2014,S02
1023,9,21.14498638,590.1561111,488.2115409,0.407429628,26.0104,1200.032222,28,dry,2,2014,S02
1024,10,23.32065252,788.7718889,670.4590495,0.396827235,26.00981111,1200.012222,28,dry,2,2014,S02
1025,11,23.66081081,988.2878889,860.0816519,0.382834498,26.01603333,1200.031111,28,dry,2,2014,S02
1026,12,23.88784373,1187.753333,1050.18309,0.370162742,26.01635556,1200.007778,28,dry,2,2014,S02
1027,13,23.11896552,1487.637778,1342.676409,0.358564794,26.0026,1200.041111,28,dry,2,2014,S02
1028,1,10.62176406,394.6356667,349.9973955,0.51428105,26.0349,1199.997778,28,wet,2,2014,S02
1029,2,12.49559796,393.85225,342.1602384,0.504389738,26.06295,1200.04125,28,wet,2,2014,S02
1030,3,9.440970032,295.3805556,255.6657595,0.493450622,26.0074,1200.031111,28,wet,2,2014,S02
1031,4,4.859499678,197.5013333,175.5048924,0.480091405,25.99215556,1199.962222,28,wet,2,2014,S02
1032,5,1.129789338,99.26802222,92.764277,0.468411653,25.99588889,1199.962222,28,wet,2,2014,S02
1033,6,-0.053968937,49.90146667,48.88420369,0.470047703,25.98118889,1200.012222,28,wet,2,2014,S02
1034,7,10.93883271,394.5423333,345.5483281,0.471215607,25.98766667,1200.042222,28,wet,2,2014,S02
1035,8,11.99488988,394.101,341.2736113,0.470833501,25.9875875,1199.99625,28,wet,2,2014,S02
1036,9,16.27182875,591.8993333,517.5960171,0.460845318,26.00202222,1199.982222,28,wet,2,2014,S02
1037,10,18.66737929,790.4864444,698.8177029,0.435890552,26.01478889,1199.996667,28,wet,2,2014,S02
1038,11,19.24671634,989.917,886.3539741,0.40841646,26.02567778,1200.001111,28,wet,2,2014,S02
1039,12,19.61023149,1189.463333,1075.226394,0.38665473,26.01056667,1200.005556,28,wet,2,2014,S02
1040,13,19.80443177,1488.897778,1363.25712,0.372459973,26.0093,1200,28,wet,2,2014,S02
1041,1,9.072972462,395.1092258,353.8669888,0.50445017,26.20642581,1200.010968,29,dry,2,2014,S02
1042,2,10.68379928,394.5444667,345.7049317,0.47294915,26.15644,1200.002333,29,dry,2,2014,S02
1043,3,8.935040355,295.5863,253.5937903,0.44285171,26.05951333,1200.004,29,dry,2,2014,S02
1044,4,6.017886822,197.0642581,168.0451217,0.426511479,25.99759032,1199.995484,29,dry,2,2014,S02
1045,5,3.072649203,98.50021613,83.44876557,0.415819095,26.02395484,1200.001935,29,dry,2,2014,S02
1046,6,1.394338088,49.31487742,42.13775292,0.399370318,25.9880871,1199.995161,29,dry,2,2014,S02
1047,7,12.61169325,393.9582333,329.7317747,0.394360797,25.99771,1199.979,29,dry,2,2014,S02
1048,8,13.20110849,393.7469,327.0238928,0.394486689,25.99276667,1199.987,29,dry,2,2014,S02
1049,9,17.57664597,591.456,500.5952604,0.393563025,25.99649677,1199.993871,29,dry,2,2014,S02
1050,10,20.01129063,790.0339677,681.3542894,0.384137527,26.00865161,1200.006129,29,dry,2,2014,S02
1051,11,21.04926254,989.186871,867.6123585,0.371443954,26.01789677,1200.004839,29,dry,2,2014,S02
1052,12,22.17399961,1188.343548,1053.661352,0.361363056,26.0003129,1200.010968,29,dry,2,2014,S02
1053,13,22.22522827,1487.709677,1340.649223,0.347315402,26.0111,1200.020323,29,dry,2,2014,S02
1054,1,12.52047769,392.5043333,357.0120291,0.86778951,26.08263,1199.984333,29,wet,2,2014,S02
1055,2,14.35430541,391.9709667,353.5564712,0.894226449,26.06847,1199.986667,29,wet,2,2014,S02
1056,3,10.86774952,293.9725667,265.3451187,0.910873538,26.01656,1200.002,29,wet,2,2014,S02
1057,4,6.487875044,196.2894,178.819033,0.919558536,26.00023333,1200.005,29,wet,2,2014,S02
1058,5,1.927838891,98.62622581,92.49441219,0.924533432,25.99903548,1199.996774,29,wet,2,2014,S02
1059,6,-0.562446476,49.89373226,49.79851006,0.92700199,26.00100323,1200.002581,29,wet,2,2014,S02
1060,7,14.41327257,392.2713871,354.670443,0.92430177,25.99648065,1199.996774,29,wet,2,2014,S02
1061,8,14.64629874,392.1720323,354.0791082,0.923936418,25.99333226,1200.004194,29,wet,2,2014,S02
1062,9,19.86988549,589.1600968,535.5170915,0.910121335,26.0032871,1200.016774,29,wet,2,2014,S02
1063,10,21.14765879,787.6839677,726.6703387,0.908341007,26.00821613,1200.019032,29,wet,2,2014,S02
1064,11,21.45606035,986.658129,919.8255829,0.897650708,26.00696774,1200.007419,29,wet,2,2014,S02
1065,12,21.70163786,1185.67871,1113.234824,0.892368828,26.00405484,1199.990968,29,wet,2,2014,S02
1066,13,20.80651059,1484.647097,1405.885035,0.875894346,26.00585806,1200.025161,29,wet,2,2014,S02
1067,1,16.50701005,391.7651,339.369772,0.681663265,26.23131333,1200.017,3,dry,2,2010,S02
1068,2,17.90841367,391.2159667,337.6136029,0.719522096,26.05712667,1199.993,3,dry,2,2010,S02
1069,3,14.74746353,292.863129,250.0437413,0.73321709,26.16015806,1199.988387,3,dry,2,2010,S02
1070,4,9.826570139,195.2554839,167.2601109,0.746221072,25.97931613,1200.015806,3,dry,2,2010,S02
1071,5,4.500090403,97.80338,84.33421141,0.715491757,26.07571667,1199.993,3,dry,2,2010,S02
1072,6,1.61469107,49.15500968,43.90074814,0.699849577,26.00990968,1199.991935,3,dry,2,2010,S02
1073,7,18.45918465,391.1392667,333.0092613,0.665476703,26.01972667,1200.001667,3,dry,2,2010,S02
1074,8,18.91387432,391.0147,329.2986435,0.632074997,26.01280333,1200.002,3,dry,2,2010,S02
1075,9,23.08846718,588.7400968,506.3732673,0.590569056,26.04376452,1199.999032,3,dry,2,2010,S02
1076,10,24.78743502,787.4629355,692.4899256,0.568370993,26.0086871,1199.998387,3,dry,2,2010,S02
1077,11,24.97950174,986.9080323,880.5162515,0.526107956,26.00514194,1200.002258,3,dry,2,2010,S02
1078,12,24.86692277,1186.540645,1069.355264,0.488439294,26.00354839,1199.993871,3,dry,2,2010,S02
1079,13,24.16666721,1486.186667,1358.012287,0.457158674,26.00978333,1199.995,3,dry,2,2010,S02
1080,1,11.42819269,393.7459667,354.4597949,0.693289008,26.13860667,1199.999,3,wet,2,2010,S02
1081,2,13.2127902,393.0286333,351.5740362,0.741094891,25.92755333,1199.981,3,wet,2,2010,S02
1082,3,10.50855545,294.5521333,261.9284086,0.734473758,26.00316,1199.987667,3,wet,2,2010,S02
1083,4,6.361544995,196.6366452,176.3008921,0.727606636,26.00803548,1199.991935,3,wet,2,2010,S02
1084,5,2.30138286,98.65562258,90.59446291,0.725489999,25.99420968,1199.975161,3,wet,2,2010,S02
1085,6,-0.004925527,49.78564839,48.54688607,0.721709756,26.00165161,1200.012258,3,wet,2,2010,S02
1086,7,13.77680347,392.8823871,349.0652466,0.713012534,25.99990968,1200.006452,3,wet,2,2010,S02
1087,8,13.98874222,392.8063333,348.4477097,0.71266182,25.99373,1199.981667,3,wet,2,2010,S02
1088,9,18.58083538,590.1749,529.1112418,0.705775745,25.99189667,1199.983,3,wet,2,2010,S02
1089,10,19.92810303,788.8249355,719.1292735,0.702295195,26.00272581,1199.989032,3,wet,2,2010,S02
1090,11,20.38173937,987.8800968,911.4861806,0.694361318,26.02005806,1199.995161,3,wet,2,2010,S02
1091,12,20.87363513,1186.905161,1103.696801,0.687801324,25.99319677,1199.984194,3,wet,2,2010,S02
1092,13,20.7861747,1485.838387,1394.726687,0.681050597,26.00145806,1200.015806,3,wet,2,2010,S02
1093,1,14.30281984,392.1720667,355.9419447,0.979149439,26.11310667,1200.002667,30,wet,2,2014,S02
1094,2,15.93376891,391.5321333,352.9797543,1.00412582,26.00807,1200.020333,30,wet,2,2014,S02
1095,3,12.67669205,293.3919333,263.3836262,1.010096091,25.99581,1199.986,30,wet,2,2014,S02
1096,4,8.025216963,195.7627667,176.6410979,1.017086958,25.99933667,1199.99,30,wet,2,2014,S02
1097,5,3.235111883,98.18324839,89.88677724,0.994499087,26.01934194,1200.013548,30,wet,2,2014,S02
1098,6,0.41622511,49.56737097,47.61681063,0.993919308,26.01184516,1200.000323,30,wet,2,2014,S02
1099,7,16.52632581,391.3722667,351.1672732,0.978759698,25.99262,1200.019667,30,wet,2,2014,S02
1100,8,16.73401248,391.2931333,350.6107878,0.975613316,25.99154667,1199.995667,30,wet,2,2014,S02
1101,9,21.48935923,588.409871,533.2804934,0.95588827,25.99967742,1199.995806,30,wet,2,2014,S02
1102,10,22.69721389,786.9384194,723.3659267,0.925648763,26.01414839,1199.98129,30,wet,2,2014,S02
1103,11,23.39564538,985.8339355,914.8193047,0.900328511,26.00519355,1199.985806,30,wet,2,2014,S02
1104,12,23.44198423,1184.803871,1108.525757,0.894643738,25.99103226,1199.990645,30,wet,2,2014,S02
1105,13,23.70097339,1483.421935,1398.558344,0.881663987,25.98834839,1200.006452,30,wet,2,2014,S02
1106,1,11.58599522,394.5063333,327.2285758,0.338556814,26.14646667,1200.008889,32,dry,2,2014,S02
1107,2,16.07575694,392.6895,307.3648432,0.356688149,25.982,1199.95875,32,dry,2,2014,S02
1108,3,12.38289699,294.461125,230.8085936,0.368838217,25.99205,1199.97875,32,dry,2,2014,S02
1109,4,6.72915261,196.8648889,160.8777683,0.363454716,25.99374444,1200.045556,32,dry,2,2014,S02
1110,5,1.733213236,99.04688889,88.48520145,0.361090891,26.00215556,1200.041111,32,dry,2,2014,S02
1111,6,-0.450868553,50.03203333,50.82316868,0.362021988,26.00231111,1199.994444,32,dry,2,2014,S02
1112,7,17.59220704,392.1592222,301.6129238,0.365146269,26.00216667,1200.048889,32,dry,2,2014,S02
1113,8,17.92861951,391.953,297.7724119,0.355595729,26.024225,1199.97,32,dry,2,2014,S02
1114,9,25.4779551,588.57,448.896485,0.340402354,26.0148,1199.99,32,dry,2,2014,S02
1115,10,28.53312992,786.9973333,624.7208174,0.333855679,25.99134444,1200.011111,32,dry,2,2014,S02
1116,11,27.84454204,986.9288889,813.6005589,0.312060496,26.02278889,1199.984444,32,dry,2,2014,S02
1117,12,26.68205787,1187.24875,992.5197458,0.268251641,26.0063125,1200.0075,32,dry,2,2014,S02
1118,13,25.41292573,1487.62625,1272.947266,0.236964713,26.0025875,1199.98625,32,dry,2,2014,S02
1119,1,10.56052739,394.1663226,355.554646,0.65421275,26.20851613,1200.035806,32,wet,2,2014,S02
1120,2,13.07881341,393.1408667,351.1762504,0.716346318,25.98510333,1200.020667,32,wet,2,2014,S02
1121,3,10.32164501,294.6920333,261.4836983,0.699237547,26.00368333,1199.979,32,wet,2,2014,S02
1122,4,6.228980367,196.7398065,175.7861893,0.67947939,25.9933,1200.012903,32,wet,2,2014,S02
1123,5,2.175531285,98.73912903,90.49783443,0.657973162,26.01772258,1199.999032,32,wet,2,2014,S02
1124,6,0.092111479,49.78074839,48.27740258,0.646325188,25.99080323,1199.991613,32,wet,2,2014,S02
1125,7,13.35416744,393.2108065,345.9392258,0.621911856,25.99810645,1199.979677,32,wet,2,2014,S02
1126,8,13.34572241,393.2330333,345.6655753,0.616572369,26.00238667,1199.985,32,wet,2,2014,S02
1127,9,17.88286455,590.7774,522.3834336,0.580955189,26.01500333,1200.011,32,wet,2,2014,S02
1128,10,19.97713439,789.3599677,707.3629667,0.558293029,26.01250323,1199.981935,32,wet,2,2014,S02
1129,11,20.9441611,988.3650323,896.0035562,0.538524661,26.00472903,1199.992581,32,wet,2,2014,S02
1130,12,21.86661102,1187.445161,1085.876141,0.530225081,26.00689355,1200.000645,32,wet,2,2014,S02
1131,13,21.88173978,1486.558333,1374.236844,0.509434685,26.00701,1200.005667,32,wet,2,2014,S02
1132,1,16.69231676,391.6561333,342.3045994,0.743377749,26.08363,1200.027333,342,dry,2,2011,S36
1133,2,20.98251254,389.9625667,331.0065264,0.752345961,26.09570667,1199.987333,342,dry,2,2011,S36
1134,3,17.31902033,291.8646,244.134492,0.753487137,25.99298333,1199.997667,342,dry,2,2011,S36
1135,4,11.20472864,194.73,162.8254967,0.726760524,25.99819,1199.978,342,dry,2,2011,S36
1136,5,4.871808409,97.64342,83.24909282,0.713311358,26.00213,1200.005,342,dry,2,2011,S36
1137,6,1.342697813,49.26710645,44.6700688,0.695325402,26.00565806,1200.023548,342,dry,2,2011,S36
1138,7,21.64223328,389.8532,324.9036378,0.68510185,25.99045667,1199.991333,342,dry,2,2011,S36
1139,8,22.48905435,389.4824333,321.5364137,0.674306016,26.00003,1199.993333,342,dry,2,2011,S36
1140,9,27.08261106,586.9358065,500.8422406,0.660987416,26.01687742,1200.005806,342,dry,2,2011,S36
1141,10,24.20602877,787.4236333,700.7384091,0.628084511,26.03407,1199.998,342,dry,2,2011,S36
1142,11,24.54276211,986.7699,889.5775242,0.586347664,26.00192333,1200.002,342,dry,2,2011,S36
1143,12,23.11345787,1186.81,1084.866744,0.553827151,26.00125667,1200.01,342,dry,2,2011,S36
1144,13,22.50096775,1486.317667,1375.145445,0.525925231,26.00726667,1200.007,342,dry,2,2011,S36
1145,1,21.0690769,390.5506333,278.1315449,0.348226299,26.11311333,1200.012333,342,wet,2,2011,S36
1146,2,24.18673805,389.3199,263.2746151,0.351946532,26.06743333,1200.003667,342,wet,2,2011,S36
1147,3,19.39875841,291.4845667,191.3778048,0.353222112,26.00217,1200.005333,342,wet,2,2011,S36
1148,4,12.61569467,194.4751935,127.5029007,0.342705017,26.01429032,1199.997742,342,wet,2,2011,S36
1149,5,5.384910934,97.56408387,68.64695822,0.344064517,26.00699677,1199.999032,342,wet,2,2011,S36
1150,6,1.531837442,49.26378387,40.43968125,0.345999166,25.99721935,1200.001613,342,wet,2,2011,S36
1151,7,25.06875056,389.0345,253.4373401,0.335802484,26.00671667,1200.001667,342,wet,2,2011,S36
1152,8,25.66039392,388.8059,246.5999892,0.325798528,26.02098,1199.985333,342,wet,2,2011,S36
1153,9,31.59607277,586.024871,401.7023861,0.313594905,26.01170968,1200.020323,342,wet,2,2011,S36
1154,10,33.47952053,784.902871,579.2339561,0.303820285,26.00705806,1200.00129,342,wet,2,2011,S36
1155,11,32.35102895,984.8292903,782.6635459,0.310138847,26.01079677,1200.009355,342,wet,2,2011,S36
1156,12,32.4217712,1184.394839,972.8794542,0.304791964,26.01006129,1200.008387,342,wet,2,2011,S36
1157,13,31.49310878,1484.118667,1266.368406,0.300713225,26.00268,1199.998333,342,wet,2,2011,S36
1158,1,16.82062107,391.7484444,341.3919908,0.718417245,26.18074444,1200.018889,343,dry,2,2011,S36
1159,2,20.49662912,390.239875,332.4821553,0.742803987,26.0129125,1200.03,343,dry,2,2011,S36
1160,3,15.66277859,292.6005,247.1245932,0.712019827,26.028825,1200.0275,343,dry,2,2011,S36
1161,4,9.11410429,195.64275,166.4626581,0.647884142,26.0353875,1200.0175,343,dry,2,2011,S36
1162,5,2.819062882,98.5221625,87.99529763,0.598155473,25.9929875,1200.03875,343,dry,2,2011,S36
1163,6,0.257079434,49.74094444,47.73515035,0.556885584,25.9997,1200,343,dry,2,2011,S36
1164,7,19.77991531,390.840125,315.3980859,0.512229332,25.999425,1200.05,343,dry,2,2011,S36
1165,8,20.02973471,390.897875,310.4011363,0.479606281,25.9948375,1199.93,343,dry,2,2011,S36
1166,9,27.74745458,587.468,462.553509,0.423280972,26.034625,1200.015,343,dry,2,2011,S36
1167,10,31.10372202,785.877625,627.15663,0.373247716,26.0317625,1199.98125,343,dry,2,2011,S36
1168,11,30.81661234,985.77725,797.4906948,0.312015116,26.0381,1200.0475,343,dry,2,2011,S36
1169,12,30.26646992,1185.81875,974.8528221,0.27522814,25.998075,1200.01125,343,dry,2,2011,S36
1170,13,29.47381593,1486.005556,1241.364628,0.233114761,25.99632222,1199.996667,343,dry,2,2011,S36
1171,1,11.7016964,393.7482222,358.7655787,0.796675961,26.12292222,1199.974444,343,wet,2,2011,S36
1172,2,13.61815624,392.90775,354.4843387,0.823762143,25.9750375,1199.99375,343,wet,2,2011,S36
1173,3,10.69917868,294.5788889,264.722667,0.822996354,25.99562222,1199.981111,343,wet,2,2011,S36
1174,4,5.972438424,196.8091111,179.1922223,0.809680582,25.98233333,1199.992222,343,wet,2,2011,S36
1175,5,1.321325685,99.05926667,93.84605302,0.795884099,26.02468889,1199.991111,343,wet,2,2011,S36
1176,6,-0.645286544,49.97277778,50.28281905,0.789679021,25.99407778,1199.955556,343,wet,2,2011,S36
1177,7,14.57269875,392.641375,350.3913025,0.777488739,26.0118125,1199.93,343,wet,2,2011,S36
1178,8,14.63127104,392.577375,349.74113,0.766344327,26.00805,1199.98,343,wet,2,2011,S36
1179,9,18.81958301,590.2113333,532.3777532,0.750549947,26.00162222,1199.974444,343,wet,2,2011,S36
1180,10,20.73605672,788.7328889,720.6695079,0.733886685,26.00882222,1199.988889,343,wet,2,2011,S36
1181,11,20.71357371,988.0048889,914.5730888,0.720636455,26.01894444,1199.943333,343,wet,2,2011,S36
1182,12,20.55903783,1187.303333,1109.342436,0.716553578,26.00284444,1200.007778,343,wet,2,2011,S36
1183,13,20.62191451,1486.227778,1399.831589,0.699316027,26.01512222,1200.042222,343,wet,2,2011,S36
1184,1,14.14006928,392.1422222,289.8733401,0.252366755,26.1971,1199.962222,344,dry,2,2011,S36
1185,2,14.78668935,392.4078889,288.9599526,0.260497768,25.94972222,1199.968889,344,dry,2,2011,S36
1186,3,11.59107157,294.1926667,211.5018062,0.253682155,25.98264444,1199.983333,344,dry,2,2011,S36
1187,4,6.71095974,196.5461111,149.5572288,0.263528698,25.97543333,1199.995556,344,dry,2,2011,S36
1188,5,2.40308717,98.56514444,82.0283222,0.283677713,25.9653,1200,344,dry,2,2011,S36
1189,6,0.747772712,49.41526667,43.8834473,0.290571195,25.98902222,1200.046667,344,dry,2,2011,S36
1190,7,17.25603341,392.22375,290.7270471,0.312750867,26.0093375,1199.98125,344,dry,2,2011,S36
1191,8,18.03898182,391.892625,291.1241721,0.330047467,26.007175,1199.97125,344,dry,2,2011,S36
1192,9,25.17369065,588.6224444,452.6539974,0.346316103,26.0024,1200.012222,344,dry,2,2011,S36
1193,10,27.53200161,787.1968889,639.6886901,0.359887657,25.99702222,1200.004444,344,dry,2,2011,S36
1194,11,27.58860299,986.758375,833.0151109,0.357368326,26.00795,1200.02,344,dry,2,2011,S36
1195,12,27.38246804,1186.73,1014.361824,0.31946457,26.0455375,1199.99625,344,dry,2,2011,S36
1196,13,24.7115778,1487.1375,1317.65248,0.310891038,26.0093375,1200.00125,344,dry,2,2011,S36
1197,1,13.2015598,393.297625,349.4413204,0.66134838,26.220275,1199.95,344,wet,2,2011,S36
1198,2,15.26862831,392.380375,344.8940464,0.693893008,25.9947125,1200.03875,344,wet,2,2011,S36
1199,3,12.040695,294.053,256.474118,0.683643649,26.03695556,1199.988889,344,wet,2,2011,S36
1200,4,6.950502215,196.4351111,174.0771735,0.684421438,26.01055556,1199.986667,344,wet,2,2011,S36
1201,5,1.904268501,98.815,91.64136879,0.683459938,25.99466667,1200.014444,344,wet,2,2011,S36
1202,6,-0.165132367,49.86048889,49.12129808,0.685832789,26.00847778,1200.031111,344,wet,2,2011,S36
1203,7,16.98001948,391.736125,339.1745615,0.683929318,25.9987125,1199.99,344,wet,2,2011,S36
1204,8,17.17232223,391.71025,338.8107983,0.686571201,26.00165,1200.02375,344,wet,2,2011,S36
1205,9,23.17257906,588.5836667,515.6958886,0.685276802,26.00695556,1199.987778,344,wet,2,2011,S36
1206,10,24.76144306,787.2696667,705.0936007,0.677938703,26.00331111,1199.984444,344,wet,2,2011,S36
1207,11,24.87573985,986.5184444,898.9041217,0.672794587,26.00462222,1199.986667,344,wet,2,2011,S36
1208,12,24.75681625,1185.944444,1093.244368,0.664926441,26.02144444,1200.033333,344,wet,2,2011,S36
1209,13,23.98059777,1485.072222,1387.074875,0.66042712,26.01477778,1200.03,344,wet,2,2011,S36
1210,1,19.72079097,390.6643,327.8926006,0.646981727,25.76635667,1199.989,345,dry,2,2011,S36
1211,2,21.12844376,390.3615333,308.2322043,0.500195356,26.12068,1200.000333,345,dry,2,2011,S36
1212,3,15.32121724,293.2287333,210.932113,0.34270755,26.05565333,1199.998333,345,dry,2,2011,S36
1213,4,9.453406106,195.8649333,133.9054855,0.274979379,25.98056667,1199.993667,345,dry,2,2011,S36
1214,5,4.524345039,98.02152667,65.66503776,0.250178525,25.97172667,1200.008667,345,dry,2,2011,S36
1215,6,1.875093529,49.15258,35.24716714,0.244938224,25.99127667,1199.995,345,dry,2,2011,S36
1216,7,18.97375449,391.7688333,251.2510159,0.239779924,25.99961,1200.006667,345,dry,2,2011,S36
1217,8,18.83165545,391.8158667,249.2568572,0.23420144,25.97824,1200.039333,345,dry,2,2011,S36
1218,9,26.17437914,588.6096452,384.7887927,0.228490509,25.99761935,1199.998065,345,dry,2,2011,S36
1219,10,29.23185916,787.1506333,538.6857162,0.21080312,26.02513333,1199.998,345,dry,2,2011,S36
1220,11,30.18830059,986.7766333,667.65615,0.168034545,26.04356333,1200.004333,345,dry,2,2011,S36
1221,12,29.83451507,1186.938667,795.2495519,0.134399134,26.08134667,1200.002667,345,dry,2,2011,S36
1222,13,29.35484522,1487.009,1038.485512,0.116152057,26.00098667,1200.000667,345,dry,2,2011,S36
1223,1,16.14420974,391.1998667,357.3825691,1.217119416,26.08572667,1199.99,345,wet,2,2011,S36
1224,2,19.23002891,389.9821667,351.1957127,1.211381614,25.84874667,1200.018333,345,wet,2,2011,S36
1225,3,15.84208043,291.9524194,260.6783708,1.209119639,25.95339677,1200.015806,345,wet,2,2011,S36
1226,4,10.07528519,194.8201613,174.6657395,1.204412446,25.98855806,1199.99129,345,wet,2,2011,S36
1227,5,3.359227844,98.08252581,90.55278308,1.191234693,25.99758387,1200.024839,345,wet,2,2011,S36
1228,6,-0.16266305,49.7743,48.89231845,1.198217065,25.98282581,1200.003548,345,wet,2,2011,S36
1229,7,20.83293099,389.4271667,347.1593458,1.170972527,25.99721333,1199.989333,345,wet,2,2011,S36
1230,8,21.26467298,389.2428333,346.1469553,1.165259896,26.01504667,1200.014,345,wet,2,2011,S36
1231,9,25.70570341,586.3730968,531.1319527,1.151543278,26.00079677,1199.999032,345,wet,2,2011,S36
1232,10,26.27224896,785.0420323,724.0952575,1.143358236,26.00445161,1199.987419,345,wet,2,2011,S36
1233,11,25.79917069,984.1748065,918.8076688,1.126283579,26.00100968,1200.015161,345,wet,2,2011,S36
1234,12,25.73664124,1183.165667,1112.582738,1.104743066,26.01397,1200.03,345,wet,2,2011,S36
1235,13,25.06831888,1481.912,1404.992424,1.089264544,25.99606333,1199.975667,345,wet,2,2011,S36
1236,1,14.56608044,392.844,343.5245077,0.631878917,26.1680375,1200.01,346,dry,2,2011,S36
1237,2,16.44335863,392.0155556,338.0181901,0.639692894,26.06546667,1200.075556,346,dry,2,2011,S36
1238,3,13.26639096,293.6287778,249.4996786,0.619178367,25.96922222,1199.985556,346,dry,2,2011,S36
1239,4,7.89992404,196.192,168.1090612,0.583762857,26.02117778,1200.027778,346,dry,2,2011,S36
1240,5,2.54199611,98.67953333,88.55029085,0.566176128,26.02201111,1199.983333,346,dry,2,2011,S36
1241,6,0.097629305,49.78445556,48.26925644,0.55978771,26.00686667,1199.984444,346,dry,2,2011,S36
1242,7,18.18746388,391.504875,324.0012952,0.537948497,25.991925,1199.98375,346,dry,2,2011,S36
1243,8,18.13044802,391.6335,319.3309425,0.492289287,26.0069375,1200,346,dry,2,2011,S36
1244,9,23.65466842,589.002,481.4158372,0.428594786,26.0208875,1199.98,346,dry,2,2011,S36
1245,10,25.43486793,788.108625,652.0940912,0.365701487,26.07445,1199.9725,346,dry,2,2011,S36
1246,11,24.49987509,988.311375,836.1229086,0.319965402,26.0058375,1199.9925,346,dry,2,2011,S36
1247,12,23.79871429,1188.39125,1024.048229,0.29332057,25.9986,1200.0275,346,dry,2,2011,S36
1248,13,21.86477976,1488.81875,1321.607654,0.278891277,25.989325,1200.005,346,dry,2,2011,S36
1249,1,12.70420434,393.088625,361.4747758,0.996347623,26.3468375,1199.98,346,wet,2,2011,S36
1250,2,15.39627112,391.902,358.7136161,1.138432537,25.8091125,1199.93875,346,wet,2,2011,S36
1251,3,12.07873957,293.7175,267.7615345,1.127708441,25.9248125,1200.0375,346,wet,2,2011,S36
1252,4,6.842985521,196.2675556,180.7946137,1.113194846,25.95915556,1200.02,346,wet,2,2011,S36
1253,5,2.029123937,98.72315,93.24489073,1.103331889,25.9954375,1200.00875,346,wet,2,2011,S36
1254,6,-0.29699773,49.86092222,49.31591078,1.10073099,26.00298889,1200.022222,346,wet,2,2011,S36
1255,7,16.50351552,391.513,355.264913,1.08918645,26.00347778,1199.961111,346,wet,2,2011,S36
1256,8,15.96963508,391.54725,356.0607124,1.083318236,26.011825,1200.04375,346,wet,2,2011,S36
1257,9,20.82876494,588.779125,540.1116051,1.059199387,26.018625,1199.99375,346,wet,2,2011,S36
1258,10,22.18966351,787.3721111,731.3518974,1.035001528,26.00798889,1199.98,346,wet,2,2011,S36
1259,11,21.81159557,986.6763333,926.0127489,1.00551342,26.01151111,1199.928889,346,wet,2,2011,S36
1260,12,21.13336545,1186.122222,1121.497987,0.98119083,25.99855556,1200.03,346,wet,2,2011,S36
1261,13,20.68208912,1485.047778,1413.813652,0.954110038,26.0134,1199.981111,346,wet,2,2011,S36
1262,1,9.0109139,395.5371935,334.6289676,0.29753367,26.01143548,1200.000323,348,dry,2,2011,S36
1263,2,12.24391857,394.3311333,313.7861806,0.290097179,26.01686,1200.005333,348,dry,2,2011,S36
1264,3,10.64885933,295.1531333,227.3281292,0.294447928,25.98691333,1200.008,348,dry,2,2011,S36
1265,4,7.048154685,196.8058333,151.5415146,0.291891624,25.99957333,1200.006667,348,dry,2,2011,S36
1266,5,3.706475179,98.32621935,74.86448775,0.294736693,25.99602258,1200.002903,348,dry,2,2011,S36
1267,6,1.859189577,49.15170968,37.47552258,0.297280853,25.99941935,1200.000968,348,dry,2,2011,S36
