"","...1","X","obs","A","Ca","Ci","gsw","Tleaf","Q","ID","Treatment","Rep","Year","Site","PrePeak","Region"
"411",411,690,1,16.08573479,392.1067333,341.8199346,0.68642316,26.22601,1200,"172","wet",3,2015,"S15","Peak","North"
"412",412,885,1,12.79054681,393.5932333,341.9591542,0.52829092,26.06197333,1199.981667,"211","dry",3,2016,"S16","Peak","North"
"413",413,898,1,19.66345915,390.5597,330.6608667,0.686905167,26.05313667,1200.011,"211","wet",3,2016,"S16","Peak","North"
"414",414,911,1,12.82460677,393.1539677,353.8284182,0.770270488,26.08273548,1199.990645,"212","dry",3,2016,"S16","Peak","North"
"415",415,924,1,16.19028891,391.6873333,347.6531061,0.84412372,26.10345333,1200.007,"212","wet",3,2016,"S16","Peak","North"
"416",416,937,1,13.91699073,393.1843226,341.4398051,0.569546585,26.04779677,1199.994516,"213","dry",3,2016,"S16","Peak","North"
"417",417,950,1,12.72336576,393.9305667,333.3274582,0.422135495,26.08132667,1199.994333,"213","wet",3,2016,"S16","Peak","North"
"418",418,963,1,15.35545718,392.5541333,339.9825469,0.615655737,26.19780333,1200.004667,"216","dry",3,2016,"S16","Peak","North"
"419",419,976,1,14.70890859,392.7942258,342.8743823,0.628004968,26.0349871,1200.005484,"216","wet",3,2016,"S16","Peak","North"
"420",420,989,1,13.83492527,392.7990333,351.9707298,0.781307778,25.97991,1200.008,"217","dry",3,2016,"S16","Peak","North"
"421",421,1002,1,17.0317576,391.6307419,337.8544499,0.676932474,26.03746129,1200.002581,"217","wet",3,2016,"S16","Peak","North"
"422",422,1015,1,13.21470775,393.8425667,326.9847001,0.387480352,25.99347,1199.993,"218","dry",3,2016,"S16","Peak","North"
"423",423,1028,1,14.109897,393.2117,336.6033135,0.511341412,26.13254667,1200.019667,"218","wet",3,2016,"S16","Peak","North"
"424",424,1041,1,10.19577109,394.5731613,356.2773479,0.616067383,26.09115161,1199.982258,"219","dry",3,2016,"S16","Peak","North"
"425",425,1054,1,16.36214027,391.7007333,346.8546013,0.828238521,26.02819333,1200.001333,"219","wet",3,2016,"S16","Peak","North"
"426",426,1067,1,13.36142389,392.9251333,353.2807374,0.793268283,26.06850667,1199.957333,"28","dry",3,2014,"S02","Peak","South"
"427",427,1080,1,15.12098154,392.1970323,348.0805123,0.781200103,26.03949355,1199.985484,"28","wet",3,2014,"S02","Peak","South"
"428",428,1093,1,9.882363125,394.805,351.199737,0.506671726,25.95826774,1200.007097,"29","wet",3,2014,"S02","Peak","South"
"429",429,1132,1,16.28650345,391.6677742,346.6898162,0.821753661,26.09435484,1199.999032,"30","dry",3,2014,"S02","Peak","South"
"430",430,1145,1,15.67206442,392.6866333,322.4386383,0.437904898,26.02448333,1200.01,"30","wet",3,2014,"S02","Peak","South"
"431",431,1340,1,12.05769425,394.0411667,341.9490227,0.485727082,26.29367333,1199.985667,"35","dry",3,2014,"S02","Peak","South"
"432",432,1353,1,13.47333039,393.4422,333.2503582,0.460303831,26.07905,1200.003333,"35","wet",3,2014,"S02","Peak","South"
"433",433,1366,1,13.30260718,393.4742258,345.172579,0.588070462,26.29166129,1200.004839,"368","dry",3,2015,"S36","Peak","North"
"434",434,1379,1,16.98867619,391.8741333,335.9849372,0.633347729,26.14062667,1200.018333,"368","wet",3,2015,"S36","Peak","North"
"435",435,1392,1,15.26073532,392.5937,340.7888014,0.62395793,26.15380333,1200.012667,"371","dry",3,2015,"S36","Peak","North"
"436",436,1405,1,17.11615155,391.5654839,331.3404579,0.598297683,26.50951935,1200.009032,"371","wet",3,2015,"S36","Peak","North"
"437",437,1418,1,16.70207787,391.9656129,334.0613451,0.598140195,26.02249355,1199.996452,"372","dry",3,2015,"S36","Peak","North"
"438",438,1431,1,21.06254653,389.9440645,334.3047366,0.803680395,25.95747097,1199.991935,"372","wet",3,2015,"S36","Peak","North"
"439",439,1444,1,14.95561352,392.2694333,348.0421237,0.769570459,26.16120333,1199.985333,"373","dry",3,2015,"S36","Peak","North"
"440",440,1457,1,18.01976199,391.5034,330.1165212,0.597248356,26.21352667,1199.991667,"373","wet",3,2015,"S36","Peak","North"
"441",441,1470,1,10.50303132,394.5996129,350.2402141,0.519267837,25.60306452,1200.024516,"374","dry",3,2015,"S36","Peak","North"
"442",442,1483,1,13.48874974,393.4508387,334.0496536,0.464582085,26.43475161,1200.009355,"374","wet",3,2015,"S36","Peak","North"
"443",443,1496,1,14.04950075,393.2221613,332.2926864,0.47062032,25.98450645,1200,"375","dry",3,2015,"S36","Peak","North"
"444",444,1509,1,21.0058304,389.7054839,337.120564,0.878460636,26.10652903,1199.99871,"375","wet",3,2015,"S36","Peak","North"
"445",445,1522,1,6.978690697,397.0287667,193.7909756,0.05800196,26.21905,1200.005,"376","dry",3,2015,"S36","Peak","North"
"446",446,1535,1,16.88782285,391.9895,329.6393072,0.549707775,26.02621,1199.993667,"376","wet",3,2015,"S36","Peak","North"
"447",447,1717,1,17.39611441,391.5882903,332.8172888,0.619166847,26.09743871,1200.015161,"49","dry",3,2014,"S07","Peak","South"
"448",448,1730,1,10.84184731,394.6863226,339.7311212,0.404336155,26.12536452,1200.002903,"49","wet",3,2014,"S07","Peak","South"
"449",449,1743,1,8.417238111,396.2221613,282.8016295,0.132237534,25.80840968,1200.016452,"51","dry",3,2014,"S07","Peak","South"
"450",450,1756,1,-5.603598851,400.7467419,406.1128031,0.616087639,26.11609032,1200.015161,"51","wet",3,2014,"S07","Peak","South"
"451",451,1769,1,14.70234014,392.6792258,346.6475514,0.700489166,26.25557742,1199.984839,"52","dry",3,2014,"S07","Peak","South"
"452",452,1782,1,19.61455055,390.7948667,328.5867308,0.643404508,25.93871,1199.978667,"52","wet",3,2014,"S07","Peak","South"
"453",453,1795,1,10.3531519,394.8517097,341.9966332,0.405392641,25.92803871,1199.995484,"54","dry",3,2014,"S07","Peak","South"
"454",454,1808,1,12.04552896,393.9145484,341.927435,0.49317646,26.09300968,1200.014839,"54","wet",3,2014,"S07","Peak","South"
"455",455,1821,1,12.11957812,392.9170968,364.0253258,1.135178182,26.03657419,1199.996129,"55","dry",3,2014,"S07","Peak","South"
"456",456,1834,1,14.16425817,393.2931,331.1891887,0.457392551,26.10494667,1199.995667,"55","wet",3,2014,"S07","Peak","South"
"457",457,1847,1,14.93349261,392.8985806,333.4192298,0.509938869,26.25463871,1199.990645,"57","dry",3,2014,"S07","Peak","South"
"458",458,1860,1,19.13960171,390.9064333,335.3782608,0.722077735,25.95970333,1199.972333,"57","wet",3,2014,"S07","Peak","South"
