,X,obs,A,Ca,Ci,gsw,Tleaf,Q,ID,Treatment,Rep,Year,Site,PrePeak,Region
447,1722,6,-1.521694011,50.44334516,54.34473154,0.497434325,25.99563548,1200.004194,49,dry,3,2014,S07,Peak,South
448,1735,6,-2.163516013,50.76174839,60.56424123,0.322617839,26.02228387,1199.982903,49,wet,3,2014,S07,Peak,South
449,1748,6,-1.917723762,50.73012903,72.79288811,0.131842511,25.97509032,1200.001935,51,dry,3,2014,S07,Peak,South
450,1761,6,-0.120344983,49.90962333,49.11061071,0.363907904,25.99395,1199.975333,51,wet,3,2014,S07,Peak,South
451,1774,6,-2.334445329,50.73488,55.5361838,0.677554136,25.98525,1199.992667,52,dry,3,2014,S07,Peak,South
452,1787,6,-2.290298339,50.74264667,56.25788494,0.585697284,25.97005,1200.009667,52,wet,3,2014,S07,Peak,South
453,1800,6,-1.999986205,50.70295333,60.82376326,0.287718352,25.95457,1200.002667,54,dry,3,2014,S07,Peak,South
454,1813,6,0.358546391,49.70865161,47.03728873,0.443839396,26.0004,1200.013548,54,wet,3,2014,S07,Peak,South
455,1826,6,-0.218807955,49.81421935,49.06156237,0.994638235,26.00214194,1200.004839,55,dry,3,2014,S07,Peak,South
456,1839,6,-1.99574378,50.6610871,56.67692807,0.46563063,25.99829355,1200.001935,55,wet,3,2014,S07,Peak,South
457,1852,6,-2.133607927,50.70837667,58.38538938,0.398203969,26.18619,1200.015,57,dry,3,2014,S07,Peak,South
458,1865,6,-2.167085058,50.66639,55.25851284,0.649403429,25.99093333,1199.993333,57,wet,3,2014,S07,Peak,South
